,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
216,M,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,negative
217,F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,negative
218,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,negative
219,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,negative
220,I,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,negative
221,F,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,negative
222,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,negative
223,M,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,negative
224,F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,negative
225,F,0.575,0.47,0.165,0.869,0.435,0.197,0.238,negative
226,M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,negative
227,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,negative
228,M,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,negative
229,M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,negative
230,M,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,negative
231,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,negative
232,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,negative
233,M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,negative
234,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,negative
235,F,0.615,0.475,0.155,1.027,0.447,0.25,0.285,negative
236,F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,negative
237,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,negative
238,M,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,negative
239,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,negative
240,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,negative
241,M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,negative
242,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,negative
243,M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,negative
244,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,negative
245,I,0.25,0.185,0.065,0.0685,0.0295,0.014,0.0225,negative
246,I,0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,negative
247,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,negative
248,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,negative
249,I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,negative
250,I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,negative
251,I,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,negative
252,I,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,negative
253,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,negative
254,I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,negative
255,I,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,negative
256,I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,negative
257,F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,negative
258,I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,negative
259,I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,negative
260,I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,negative
261,M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,negative
262,I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,negative
263,I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,negative
264,I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,negative
265,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,negative
266,I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,negative
267,M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,negative
268,I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,negative
269,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,negative
270,I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,negative
271,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,negative
272,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,negative
273,M,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,negative
274,I,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,negative
275,F,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,negative
276,F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,negative
277,M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,negative
278,M,0.585,0.47,0.165,1.409,0.8,0.229,0.295,negative
279,M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,negative
280,I,0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,negative
281,M,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,negative
282,M,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,negative
283,F,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,negative
284,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,negative
285,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,negative
286,F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,negative
287,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,negative
288,F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,negative
289,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,negative
290,M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,negative
291,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,negative
292,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,negative
293,M,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,negative
294,F,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,negative
295,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,negative
296,M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,negative
297,F,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,negative
298,F,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,negative
299,M,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,negative
300,F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,negative
301,M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,negative
302,F,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,negative
303,I,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,negative
304,I,0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,negative
305,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,negative
306,I,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,negative
307,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,negative
308,I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,negative
309,I,0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,negative
310,F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,negative
311,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,negative
312,M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,negative
313,F,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,negative
314,M,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,negative
315,F,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,negative
316,M,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,negative
317,F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,negative
318,M,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,negative
319,F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,negative
320,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,negative
321,F,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,negative
322,M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,negative
323,F,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,negative
324,M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,negative
325,I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,negative
326,I,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,negative
327,I,0.425,0.325,0.11,0.317,0.135,0.048,0.09,negative
328,I,0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,negative
329,I,0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,negative
330,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,negative
331,I,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,negative
332,I,0.54,0.425,0.14,0.742,0.32,0.1395,0.25,negative
333,I,0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,negative
334,I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,negative
335,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,negative
336,I,0.555,0.435,0.14,0.765,0.3945,0.15,0.206,negative
337,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,negative
338,I,0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,negative
339,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,negative
340,F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,negative
341,I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,negative
342,M,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,negative
343,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,negative
344,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,negative
345,I,0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,negative
346,M,0.6,0.47,0.165,1.059,0.504,0.241,0.275,negative
347,F,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,negative
348,I,0.62,0.49,0.16,1.066,0.446,0.246,0.305,negative
349,F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,negative
350,F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,negative
351,I,0.625,0.485,0.15,1.044,0.438,0.2865,0.278,negative
352,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,negative
353,I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,negative
354,F,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,negative
355,M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,negative
356,M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,negative
357,M,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,negative
358,M,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,negative
359,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,negative
360,F,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,negative
361,F,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,negative
362,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,negative
363,F,0.67,0.55,0.155,1.566,0.858,0.339,0.354,negative
364,M,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,negative
365,F,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,negative
366,F,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,negative
367,F,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,negative
368,F,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,negative
369,F,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,negative
370,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,negative
371,F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,negative
372,M,0.525,0.38,0.125,0.65,0.303,0.155,0.159,negative
373,M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,negative
374,F,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,negative
375,M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,negative
376,M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,negative
377,M,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,negative
378,M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,negative
379,I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,negative
380,I,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,negative
381,I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,negative
382,I,0.435,0.33,0.11,0.38,0.1515,0.0945,0.11,negative
383,I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,negative
384,I,0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,negative
385,I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,negative
386,I,0.495,0.38,0.145,0.5,0.205,0.148,0.1505,negative
387,I,0.515,0.415,0.135,0.7125,0.285,0.152,0.245,negative
388,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,negative
389,I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,negative
390,I,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,negative
391,F,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,negative
392,I,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,negative
393,I,0.55,0.45,0.13,0.804,0.3375,0.1405,0.23,negative
394,M,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,negative
395,M,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,negative
396,M,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,negative
397,F,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,negative
398,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,negative
399,M,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,negative
400,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,negative
401,F,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,negative
402,M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,negative
403,F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,negative
404,M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,negative
405,M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,negative
406,F,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,negative
407,M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,negative
408,F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,negative
409,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,negative
410,F,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,negative
411,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,negative
412,M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,negative
413,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,negative
414,F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,negative
415,M,0.68,0.54,0.155,1.534,0.671,0.379,0.384,negative
416,F,0.7,0.575,0.205,1.773,0.605,0.447,0.538,negative
417,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,negative
418,F,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,negative
419,I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,negative
420,I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,negative
421,I,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,negative
422,I,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,negative
423,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,negative
424,M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,negative
425,M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,negative
426,F,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,negative
427,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,negative
428,M,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,negative
429,M,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,negative
430,I,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,negative
431,F,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,negative
432,M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,negative
433,I,0.49,0.37,0.11,0.538,0.271,0.1035,0.139,negative
434,M,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,negative
435,M,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,negative
436,F,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,negative
437,F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,negative
438,F,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,negative
439,F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,negative
440,F,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,negative
441,M,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,negative
442,M,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,negative
443,M,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,negative
444,M,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,negative
445,I,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,negative
446,I,0.41,0.31,0.11,0.315,0.124,0.082,0.095,negative
447,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,negative
448,M,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,negative
449,F,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,negative
450,F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,negative
451,M,0.385,0.295,0.095,0.335,0.147,0.094,0.09,negative
452,M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,negative
453,I,0.4,0.31,0.1,0.127,0.106,0.071,0.085,negative
454,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,negative
455,M,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,negative
456,M,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,negative
457,F,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,negative
458,F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,negative
459,F,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,negative
460,I,0.32,0.235,0.08,0.1485,0.064,0.031,0.045,negative
461,I,0.215,0.17,0.055,0.0605,0.0205,0.014,0.02,negative
462,F,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,negative
463,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,negative
464,M,0.42,0.345,0.105,0.43,0.175,0.096,0.13,negative
465,M,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,negative
466,M,0.565,0.47,0.195,1.142,0.387,0.258,0.35,negative
467,M,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,negative
468,M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,negative
469,F,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,negative
470,M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,negative
471,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,negative
472,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,negative
473,M,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,negative
474,M,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,negative
475,F,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,negative
476,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,negative
477,F,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,negative
478,M,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,negative
479,M,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,negative
480,M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,negative
481,M,0.525,0.405,0.135,0.7575,0.3305,0.216,0.195,negative
482,F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,negative
483,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,negative
484,F,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,negative
485,M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,negative
486,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,negative
487,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,negative
488,M,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,negative
489,F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,negative
490,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,negative
491,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,negative
492,M,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,negative
493,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,negative
494,M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,negative
495,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,negative
496,F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,negative
497,M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,negative
498,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,negative
499,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,negative
500,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,negative
501,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,negative
502,F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,negative
503,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,negative
504,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,negative
505,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,negative
506,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,negative
507,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,negative
508,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,negative
509,M,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,negative
510,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,negative
511,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,negative
512,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,negative
513,M,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,negative
514,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,negative
515,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,negative
516,I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,negative
517,F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,negative
518,M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,negative
519,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,negative
520,F,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,negative
521,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,negative
522,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,negative
523,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,negative
524,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,negative
525,I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,negative
526,I,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,negative
527,I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,negative
528,I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,negative
529,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,negative
530,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,negative
531,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,negative
532,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,negative
533,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,negative
534,M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,negative
535,M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,negative
536,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,negative
537,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,negative
538,F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,negative
539,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,negative
540,I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,negative
541,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,negative
542,I,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,negative
543,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,negative
544,F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,negative
545,F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,negative
546,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,negative
547,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,negative
548,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,negative
549,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,negative
550,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,negative
551,I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,negative
552,I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,negative
553,I,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,negative
554,M,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,negative
555,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,negative
556,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,negative
557,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,negative
558,M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,negative
559,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,negative
560,M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,negative
561,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,negative
562,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,negative
563,I,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,negative
564,I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,negative
565,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,negative
566,I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,negative
567,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,negative
568,I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,negative
569,I,0.505,0.385,0.125,0.596,0.245,0.097,0.21,negative
570,I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,negative
571,I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,negative
572,I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,negative
573,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,negative
574,F,0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,negative
575,M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,negative
576,M,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,negative
577,M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,negative
578,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,negative
579,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,negative
580,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,negative
581,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077,negative
582,I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,negative
583,M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,negative
584,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,negative
585,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,negative
586,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,negative
587,F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,negative
588,F,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,negative
589,I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,negative
590,I,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,negative
591,I,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,negative
592,I,0.425,0.34,0.1,0.371,0.15,0.0865,0.115,negative
593,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,negative
594,I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,negative
