,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,result
1932,0,0.42,0.33,0.125,0.463,0.186,0.11,0.145,0
1220,1,0.385,0.28,0.095,0.257,0.119,0.059,0.07,0
684,0,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,0
1452,1,0.415,0.31,0.09,0.2815,0.1245,0.0615,0.085,0
2259,2,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,0
2722,1,0.395,0.31,0.095,0.313,0.131,0.072,0.093,0
3847,1,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,0
1258,1,0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,0
3828,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,0
2810,2,0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535,0
3382,0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,0
715,0,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,0
657,0,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,0
1026,1,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,0
3004,2,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,0
2656,0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,0
3653,2,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,0
791,2,0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,0
3029,0,0.675,0.54,0.21,1.593,0.686,0.318,0.45,0
3102,2,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,0
3316,1,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,0
3457,1,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,0
3321,1,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,0
2703,0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,0
3611,0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,0
1024,1,0.505,0.395,0.105,0.551,0.248,0.103,0.171,0
2450,2,0.455,0.35,0.11,0.458,0.2,0.111,0.1305,0
1368,2,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,0
3968,1,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,0
4017,1,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,0
96,1,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,0
3964,1,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,0
459,0,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,0
1987,0,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,0
497,2,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,0
2305,2,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,0
272,2,0.59,0.45,0.185,1.283,0.473,0.276,0.425,0
539,0,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,0
1100,2,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,0
78,0,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,0
1627,2,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,0
976,1,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,0
1387,2,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,0
3137,0,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,0
378,2,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,0
1352,2,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,0
3097,2,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,0
634,2,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,0
1043,1,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,0
3834,0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,0
2942,0,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,0
3695,2,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,0
3270,2,0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,0
507,0,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,0
2187,1,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,0
1959,0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,0
1830,0,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,0
2083,1,0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,0
1647,0,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,0
3143,0,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,0
937,0,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,0
347,1,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,0
2394,1,0.495,0.33,0.1,0.44,0.177,0.095,0.15,0
2381,2,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,0
2599,0,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,0
2594,1,0.3,0.23,0.075,0.15,0.0605,0.042,0.045,0
2385,1,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,0
2469,1,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,0
808,2,0.595,0.475,0.165,1.213,0.621,0.2435,0.274,0
1300,2,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,0
1016,1,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,0
18,2,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,0
237,2,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,0
1244,2,0.48,0.355,0.16,0.464,0.221,0.106,0.239,0
1069,1,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,0
1818,0,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,0
2489,2,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,0
4046,1,0.35,0.265,0.085,0.1735,0.0775,0.034,0.056,0
220,2,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,0
3752,0,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,0
2184,1,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,0
3216,1,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,0
2333,2,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,0
3134,1,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,0
3470,0,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,0
1982,0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,0
3984,2,0.55,0.425,0.16,0.97,0.2885,0.139,0.48,0
2831,1,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,0
4159,2,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,0
1395,1,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,0
1328,2,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,0
822,2,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,0
895,2,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,0
985,1,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,0
978,1,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,0
3118,2,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,0
3127,1,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,0
74,2,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,0
2930,0,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,0
1935,1,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,0
2112,0,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,0
950,0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,0
4163,1,0.56,0.42,0.14,0.837,0.414,0.214,0.2,0
2791,2,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,0
3831,2,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,0
1674,2,0.585,0.455,0.14,0.97,0.462,0.185,0.295,0
2150,1,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,0
3709,2,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,0
2852,2,0.58,0.47,0.165,1.041,0.54,0.166,0.279,0
2215,2,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,0
1814,0,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,0
1283,2,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,0
1689,2,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,0
1979,1,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,0
433,2,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,0
921,2,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,0
2819,1,0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,0
558,2,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,0
3576,2,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,0
2074,1,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,0
2872,2,0.66,0.515,0.2,1.6465,0.749,0.422,0.401,0
77,0,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,0
1763,2,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,0
2748,1,0.465,0.37,0.1,0.5055,0.234,0.11,0.14,0
2858,2,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,0
3357,0,0.595,0.495,0.185,1.285,0.416,0.224,0.485,0
1394,1,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,0
1752,2,0.59,0.475,0.155,0.857,0.356,0.174,0.28,0
1346,0,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,0
332,2,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,0
228,0,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,0
1264,1,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,0
2829,1,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,0
2512,0,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,0
3468,1,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,0
1853,0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,0
3388,1,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,0
2179,0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,0
395,0,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,0
3192,1,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,0
2334,0,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,0
4024,1,0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,0
2200,1,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,0
12,2,0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,0
2226,2,0.71,0.565,0.2,1.601,0.706,0.321,0.45,0
2028,1,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,0
3377,2,0.525,0.435,0.155,1.065,0.486,0.233,0.285,0
1772,2,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,0
1579,1,0.375,0.28,0.08,0.226,0.105,0.047,0.065,0
2516,2,0.605,0.47,0.115,1.114,0.3925,0.291,0.31,0
1497,1,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,0
813,2,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,0
1820,2,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,0
2126,2,0.63,0.465,0.15,1.027,0.537,0.188,0.176,0
4016,1,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,0
549,0,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,0
2606,0,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,0
546,0,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,0
3031,0,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,0
1596,2,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,0
1124,1,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,0
2304,2,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,0
1551,2,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,0
1219,1,0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,0
3682,2,0.59,0.49,0.165,1.207,0.559,0.235,0.309,0
1595,0,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,0
3055,2,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,0
3485,2,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,0
1186,0,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,0
2117,0,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,0
2758,0,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,0
3833,2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,0
1924,0,0.345,0.255,0.1,0.197,0.071,0.051,0.06,0
3054,0,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,0
3191,1,0.48,0.35,0.105,0.635,0.352,0.127,0.135,0
1301,1,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,0
1404,1,0.485,0.345,0.16,0.869,0.3085,0.185,0.319,0
2996,2,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,0
1428,0,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,0
4013,0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,0
3061,2,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,0
1348,2,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,0
1084,2,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,0
1392,2,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,0
593,2,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,0
1085,2,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,0
2429,2,0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,0
2851,1,0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,0
1146,2,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,0
1131,1,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,0
505,2,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,0
289,2,0.675,0.525,0.185,1.587,0.6935,0.336,0.395,0
2324,0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,0
796,0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,0
2631,0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,0
1894,1,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,0
3301,1,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,0
1138,2,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,0
601,0,0.53,0.42,0.13,1.001,0.34,0.226,0.265,0
3466,0,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,0
1298,2,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,0
1030,1,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,0
1072,2,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,0
3892,1,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,0
1306,2,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,0
2474,0,0.525,0.4,0.135,0.714,0.318,0.138,0.208,0
3965,1,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,0
3528,0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,0
2751,0,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,0
1809,0,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,0
4095,2,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,0
2284,1,0.475,0.375,0.11,0.494,0.211,0.109,0.1545,0
1811,2,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,0
221,2,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,0
1971,2,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,0
3488,2,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,0
1592,2,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,0
4092,1,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,0
2073,1,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,0
4048,1,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,0
1409,0,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,0
0,2,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,0
2351,2,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,0
3296,1,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,0
1153,2,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,0
1616,1,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,0
678,1,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,0
243,2,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,0
2043,0,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,0
2860,0,0.6,0.485,0.145,0.776,0.3545,0.1585,0.239,0
2813,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,0
117,0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,0
3906,1,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,0
840,0,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,0
2442,0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,0
2170,1,0.46,0.35,0.1,0.471,0.252,0.077,0.123,0
1880,0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,0
1744,0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,0
302,0,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,0
23,2,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,0
3245,2,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,0
2396,1,0.515,0.385,0.125,0.572,0.237,0.1435,0.165,0
2121,2,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,0
3574,0,0.615,0.475,0.155,1.027,0.447,0.25,0.285,0
2539,2,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,0
1228,1,0.425,0.315,0.08,0.303,0.131,0.0585,0.095,0
1185,2,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,0
1339,1,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,0
1967,1,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,0
3948,2,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,0
1384,2,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,0
2055,0,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,0
1191,0,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,0
4142,1,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,0
3234,0,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,0
2570,0,0.42,0.32,0.13,0.4135,0.1645,0.106,0.119,0
830,0,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,0
3439,2,0.58,0.46,0.13,0.921,0.357,0.181,0.29,0
3465,1,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,0
2157,1,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,0
2483,0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,0
48,2,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,0
3183,2,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,0
2718,1,0.35,0.265,0.11,0.209,0.066,0.059,0.075,0
2821,1,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,0
2100,0,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,0
3215,1,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,0
454,1,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,0
3971,2,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,0
3816,0,0.61,0.48,0.175,1.0675,0.391,0.216,0.42,0
1257,1,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,0
1171,0,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,0
31,1,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,0
1313,0,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,0
3402,0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,0
1377,0,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,0
3802,0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,0
2046,0,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,0
510,2,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,0
394,0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,0
3618,2,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,0
1854,0,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,0
64,0,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,0
2730,0,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,0
930,2,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,0
1658,2,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,0
4133,0,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,0
2754,2,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,0
2979,0,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,0
1762,0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,0
825,0,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,0
3101,0,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,0
4069,0,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,0
1420,1,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,0
2198,1,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,0
1998,1,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,0
4022,2,0.37,0.28,0.105,0.224,0.0815,0.0575,0.075,0
46,0,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,0
3838,1,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,0
1619,2,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,0
3545,1,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,0
1644,0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,0
3529,2,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,0
2723,1,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,0
9,0,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,0
2064,2,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,0
2144,2,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,0
3335,0,0.565,0.45,0.165,0.887,0.37,0.239,0.249,0
714,0,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,0
412,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,0
3622,0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,0
887,1,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,0
3950,0,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,0
1307,2,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,0
2147,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,0
3632,2,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,0
3332,2,0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,0
775,2,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,0
2918,1,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,0
725,1,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,0
611,2,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,0
1453,1,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,0
3434,1,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,0
1288,2,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,0
1190,2,0.66,0.505,0.165,1.374,0.589,0.351,0.345,0
2944,2,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,0
1734,1,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,0
3708,0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,0
11,1,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,0
2354,2,0.735,0.59,0.205,2.087,0.909,0.474,0.625,0
3453,0,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,0
3789,0,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,0
1119,0,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,0
1590,2,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,0
3829,2,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,0
1480,1,0.53,0.395,0.13,0.575,0.247,0.115,0.183,0
1071,1,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,0
598,0,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,0
1437,0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,0
1070,2,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,0
4172,2,0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,0
1319,2,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,0
4057,0,0.625,0.5,0.175,1.273,0.564,0.302,0.374,0
2868,0,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,0
1799,1,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,0
3969,1,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,0
1863,2,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,0
4120,2,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,0
2590,1,0.455,0.375,0.125,0.533,0.233,0.106,0.185,0
127,2,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,0
250,2,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,0
212,0,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,0
3737,1,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,0
354,1,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,0
676,2,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,0
2180,2,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,0
1550,2,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,0
2256,2,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,0
162,1,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,0
357,2,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,0
1149,1,0.515,0.395,0.125,0.556,0.2695,0.096,0.17,0
545,2,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,0
3240,0,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,0
2642,2,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,0
1064,2,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,0
2051,0,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,0
4074,1,0.485,0.365,0.125,0.426,0.163,0.0965,0.151,0
3580,2,0.7,0.575,0.19,2.273,1.095,0.418,0.638,0
2168,1,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,0
183,2,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,0
4012,1,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,0
102,1,0.35,0.26,0.095,0.211,0.086,0.056,0.068,0
1493,2,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,0
255,0,0.62,0.47,0.2,1.2255,0.381,0.27,0.435,0
2080,1,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,0
95,1,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,0
3730,0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,0
16,0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,0
121,2,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,0
2887,2,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,0
42,1,0.245,0.19,0.06,0.086,0.042,0.014,0.025,0
3424,0,0.56,0.455,0.125,0.943,0.344,0.129,0.375,0
493,0,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,0
